PUNKTNO	amp	start	mean
779	8.579533176	247.6242934	7.734931507
780	8.579389865	247.6222841	7.73490411
781	8.590033248	247.6885845	7.73090411
782	8.601812394	247.8418538	7.727315068
783	8.579533176	247.6242934	7.734931507
784	8.595712319	247.7796631	7.72830137
785	9.013546405	246.9570921	8.436219178
786	9.013546405	246.9570921	8.436219178
788	8.792018528	248.0553102	7.771068493
789	8.915331519	247.8592324	7.985232877
790	8.933611898	247.6684448	8.047917808
791	8.859309709	247.8270737	7.865534247
792	8.89288412	248.0087876	7.831890411
793	8.858536987	248.1040537	7.831643836
794	8.852544339	248.1074157	7.868465753
795	8.794563391	248.0483937	7.768109589
797	8.869731089	248.2459221	7.770657534
798	8.595712319	247.7796631	7.72830137
799	8.618341449	248.0025347	7.700054795
800	8.595075909	247.7967627	7.72860274
801	8.595610831	247.7612108	7.728054795
804	8.621408076	248.0163547	7.692410959
805	8.870686728	248.2676385	7.767452055
806	8.871715546	248.2880491	7.766821918
807	8.683521976	248.6492224	7.702027397
808	8.982121571	250.037975	7.616931507
809	8.970895848	250.0125833	7.619972603
810	8.132041017	248.7796717	7.245753425
811	8.173231894	248.9948155	7.405205479
812	8.257085274	249.0062123	7.906767123
813	8.046601849	248.2392716	7.177917808
814	8.264206283	249.0661811	7.902027397
815	8.070424491	247.9387161	7.638739726
816	8.206151147	248.0947354	7.994876712
817	8.206358879	248.0867256	7.998136986
818	8.070412618	247.8662452	7.66
819	8.04973522	248.2458167	7.208465753
820	8.06840843	248.0190676	7.610136986
821	8.069096593	248.0207975	7.61090411
822	8.059242419	248.1706145	7.543835616
823	8.269129455	249.1659398	7.892630137
824	8.250855586	248.898016	7.91309589
825	8.2287979	248.5115759	7.924739726
826	8.212783955	248.1899256	7.950931507
827	8.342246468	247.6222957	8.304849315
828	8.342246468	247.6222957	8.304849315
829	8.342246468	247.6222957	8.304849315
830	8.342246468	247.6222957	8.304849315
831	8.221734491	248.831021	7.870712329
832	8.221734491	248.831021	7.870712329
833	8.221734491	248.831021	7.870712329
834	8.264288175	249.2781294	7.878054795
835	8.221734491	248.831021	7.870712329
836	8.292166505	249.627103	7.874136986
837	8.266350457	249.2950781	7.877315068
838	8.280187306	249.4763559	7.87630137
839	8.282664679	249.5071654	7.879452055
840	8.278564395	249.4448068	7.877205479
841	8.278526888	249.4374173	7.882383562
842	8.603912331	247.1938601	8.321643836
843	8.603912331	247.1938601	8.321643836
844	8.668739461	244.5090477	8.495972603
847	8.537321791	246.4423331	8.421808219
849	8.798541806	248.2626834	8.031835616
850	8.695646722	248.83512	8.078575342
851	8.692912794	248.8208773	8.076054795
852	8.695847396	248.7620027	8.071315068
853	8.781832011	248.5530033	8.03860274
854	8.780763322	248.5917954	8.041041096
855	8.768666764	248.7114628	8.056520548
856	8.766736033	248.7257601	8.059150685
857	8.766802406	248.7210952	8.05830137
858	8.767573855	248.7214486	8.05769863
859	8.766217795	248.7511145	8.060027397
860	8.69546133	248.8324665	8.078109589
861	8.716637903	248.7694663	8.074821918
863	8.695646722	248.83512	8.078575342
864	8.693905356	248.7865332	8.072
866	8.694175672	248.7781362	8.072383562
868	8.695847396	248.7620027	8.071315068
869	8.697904316	248.7471006	8.069753425
870	8.695256023	248.7689156	8.070876712
871	8.603912331	247.1938601	8.321643836
872	9.013546405	246.9570921	8.436219178
873	8.762505719	246.6564631	8.119260274
874	8.970082552	246.8974883	8.386575342
875	8.845270111	246.6380486	8.239150685
876	8.929011294	246.7851953	8.325671233
877	8.722698999	246.7946113	8.071287671
878	8.727393371	246.5413419	8.083205479
879	8.708870743	246.8752444	8.050136986
880	8.807583035	245.9223045	8.175917808
881	8.807583035	245.9223045	8.175917808
882	8.807583035	245.9223045	8.175917808
883	8.779772565	248.6050622	8.04169863
884	8.752886224	247.9131119	7.995068493
885	8.786795933	248.4182931	8.028246575
886	8.788782583	248.3814395	8.028465753
887	8.734060249	246.7687746	8.087150685
888	8.739387674	246.7421642	8.09569863
889	8.711490234	246.8734775	8.053260274
891	8.801619904	248.2049669	8.033808219
