			0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66	67	68	69	70	71
Fodermiddel	Productname	Plantname	Foderkode	Tørstof, procent	Procent af tørstof	Råaske	Råprotein	Fordøjeligt råprotein	AAT	PBV	Råfedt	Fordøjeligt råfedt	Fedtsyrer	Jodtal	Kulhydrat	Træstof	Sukker	Stivelse	Fordøjelige cellevægge	NDF	Fordøjelighedskoefficient	Råprotein	Protein nedbrg. (% af N)	Oprindeligt protein i tarm	Unedbrudt protein i tarm	Råfedt	Kulhydrat	Organisk stof	Mineraler, pr. kg tørstof	Calcium, g	Fosfor, g	Magnesium, g	Kalium, g	Natrium, g	Klor, g	Svovl, g	CAB, meq	Jern, mg	Mangan, mg	Zink, mg	Kobber, mg	Cobolt, mg	Selen, mg	Vitaminer, pr. kg tørstof	A-vitamin, 1000 i.e.	Beta-cartoen, mg	D-vitamin, 1000 i.e.	E-vitamin, mg	Struktur/fylde, pr. kg tørstof	Tyggetid, minutter	FFk, fylde køer	FFu, fylde ungdyr	Energi	Ford. energi, MJ pr. kg tørstof	FE pr. kg tørstof	Indhold pr. FE	Kg tørstof	Kg foder	Ford. råprotein, g	AAT, g	PBV, g	Fedtsyrer, g	Sukker, g	Stivelse, g	Ford. cellevægge, g	FFk, fylde køer	FFu, fylde ungdyr	Tyggetid, minutter	PigFE	Pig Ford råprotein	Lysin	Methionin	Treonin	Type
Roeaffald, ensileret 			285	14	  	8.0	11.0	7.2	9.9	-6.5	1.6	0.5	1.0	  	79.4	21.1	1.0	0.0	72.2	44.6	  	65.7	60.0	90.0	75.0	33.5	92.2	88.0	  	9.0	0.9	2.3	5.6	0.5	0.3	1.3	75.3	490.0	60.0	79.0	7.0	  	0.1	  	  	  	  	  	  	16	0.31	1.05	  	14.6	1.0	  	1.0	7.1	72.2	99.1	-64.6	10.4	10.0	0.0	720.9	0.3	1.0	16.0						1
Roepiller, melasseret 			286	88	  	8.5	11.2	7.4	9.7	-6.0	1.5	0.4	1.0	  	78.8	14.7	23.3	0.0	50.6	34.5	  	66.2	64.0	90.0	72.2	28.3	93.7	89.3	  	6.2	0.8	1.7	15.3	4.5	1.0	1.0	496.3	381.0	44.0	25.0	7.4	0.1	0.1	  	  	  	  	  	  	8	0.22	1.05	  	14.5	1.0	  	1.0	1.1	72.8	95.7	-59.2	9.4	228.8	0.0	496.7	0.2	1.0	7.9						1
Vinasse 			287	65	  	30.8	35.4	29.9	2.1	31.8	0.4	-0.6	0.3	  	33.4	0.0	0.0	0.0	19.9	0.0	  	84.5	100.0	100.0	0.0	  	59.4	71.0	  	1.5	7.7	0.2	107.7	0.0	33.8	13.8	935.5	435.4	98.5	24.6	12.3	  	  	  	  	  	  	  	  	4	0.22	1.05	  	10.5	0.7	  	1.5	2.3	448.4	31.6	477.4	3.9	0.0	0.0	297.8	0.3	1.6	6.0						1
Prolasse 			288	73	  	18.5	16.8	12.6	6.1	6.5	0.0	-1.0	0.0	  	64.7	0.0	37.1	0.0	20.6	  	  	75.1	100.0	100.0	0.0	  	89.1	85.0	  	5.9	3.0	1.9	49.0	17.0	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	4	0.22	1.05	  	12.4	0.9	  	1.2	1.6	147.1	71.4	75.8	0.0	432.3	0.0	239.5	0.3	1.2	4.7						1
Sukkerroe-  snitter 			289	93	  	6.5	5.8	2.4	9.1	-9.9	0.3	-0.7	0.2	  	87.4	6.5	69.7	0.0	11.8	  	  	41.3	80.0	93.0	65.0	  	93.3	89.0	  	3.1	1.8	1.5	11.0	1.0	  	  	  	1100.0	102.0	28.0	6.0	  	0.1	  	  	  	  	  	  	33	0.22	1.05	  	13.9	1.0	  	1.0	1.1	24.3	92.9	-100.7	2.2	707.9	0.0	119.8	0.2	1.1	33.5						1
Citrus-kvas 			291	90	  	6.7	6.7	3.2	9.5	-9.6	2.8	1.7	1.9	  	83.9	13.3	25.0	0.0	53.2	22.0	  	48.0	66.0	93.0	79.4	60.0	93.2	89.0	  	16.7	1.1	1.3	10.0	0.6	0.3	0.8	221.9	138.9	11.1	11.1	7.8	  	  	  	  	  	  	  	  	17	0.22	1.05	  	14.7	1.0	  	1.0	1.1	30.9	91.4	-92.3	18.8	241.1	0.0	513.2	0.2	1.0	16.4						1
Cellulose- pulp 			292	27	  	19.4	1.9	-1.2	8.0	-11.7	0.4	-0.6	0.2	0.2	78.3	53.5	0.0	0.0	72.8	  	  	  	70.0	93.0	76.7	  	92.9	88.0	  	5.0	1.0	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	15	0.42	1.05	  	12.1	0.6	  	1.6	5.8	-19.3	125.2	-182.2	3.1	0.0	0.0	1136.8	0.7	1.6	23.4						1
Pektin- affald 			294	11.6	  	1.9	7.6	4.1	7.2	-5.9	3.0	1.9	2.0	  	87.5	45.0	0.0	0.0	59.3	  	  	53.5	62.0	80.0	47.4	62.7	67.8	66.5	  	2.8	0.7	0.1	0.5	1.2	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	13	0.5	1.05	  	11.9	0.7	  	1.5	13.3	62.6	110.6	-90.4	30.0	0.0	0.0	911.8	0.8	1.6	20.0						1
Gærfløde 			297	10	  	6.7	50.8	44.2	13.6	29.4	3.7	2.6	3.1	  	38.8	0.4	0.0	0.0	34.4	  	  	87.1	70.0	93.0	76.7	69.0	88.6	87.0	  	2.5	12.0	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	4	0.22	1.05	  	17.5	1.4	  	0.7	7.3	324.3	99.6	215.6	22.8	0.0	0.0	251.9	0.2	0.8	2.9						1
Bøge-granulat 			298	38	  	4.0	1.2	-1.9	7.1	-10.7	0.4	-0.6	0.2	  	94.4	67.5	0.0	0.0	64.9	  	  	  	70.0	93.0	76.7	  	68.8	65.0	  	0.3	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	20	0.58	1.05	  	10.6	0.4	  	2.3	6.0	-42.7	160.3	-243.6	4.5	0.0	0.0	1470.8	1.3	2.4	45.3						1
Skummet- mælks- pulver 	FEEDMILK	MILK	307	96	  	8.4	36.9	31.3	6.0	26.9	0.5	-0.5	0.4	  	54.2	0.2	54.0	0.0	0.0	  	  	84.9	100.0	  	100.0	  	100.0	95.0	  	13.9	10.5	1.2	16.0	6.7	  	  	  	23.0	4.0	48.0	5.0	0.0	0.1	  	  	  	  	  	  	4	0	0	  	16.7	1.3	  	0.8	0.8	243.8	46.5	209.1	3.1	420.4	0.0	0.0	0.2	0.8	3.1						1
Sødmælk, stor race 			308	13.5	  	6.0	26.5	21.6	4.1	19.6	31.0	28.8	26.4	  	36.5	0.0	36.5	0.0	0.0	  	  	81.7	100.0	  	100.0	92.8	100.0	95.0	  	8.6	7.2	0.9	11.0	3.0	  	  	  	10.0	1.0	25.0	1.0	0.0	0.3	  	  	  	  	  	  	4	0	0	  	21.5	1.8	  	0.6	4.2	123.1	23.5	111.2	149.9	207.6	0.0	0.0	0.1	0.6	2.3						1
Sødmælk, jersey 			309	15.5	  	6.0	25.8	21.0	3.2	20.5	41.0	38.4	34.9	  	27.2	0.0	27.2	0.0	0.0	  	  	81.4	100.0	  	100.0	93.6	100.0	95.0	  	8.6	7.2	0.9	11.0	3.0	  	  	  	10.0	1.0	25.0	1.0	0.0	0.3	  	  	  	  	  	  	4	0	0	  	23.1	1.9	  	0.5	3.4	109.3	16.6	106.5	181.5	141.6	0.0	0.0	0.1	0.5	2.1						1
Syrnet råmælk 			310	15	  	8.0	39.0	33.3	2.6	34.6	32.0	29.7	27.2	  	21.0	0.0	21.0	0.0	0.0	  	  	85.3	100.0	  	100.0	92.9	100.0	95.0	  	17.0	16.0	3.0	11.0	3.0	  	  	  	15.0	1.0	25.0	4.0	0.0	  	  	  	  	  	  	  	4	0	0	  	22.3	1.8	  	0.5	3.6	181.5	14.1	189.0	148.4	114.6	0.0	0.0	0.1	0.6	2.2						1
Komælks- erstatning 			311	95	  	7.0	28.0	23.0	5.2	19.2	18.0	16.3	15.3	  	47.0	0.0	47.0	0.0	0.0	  	  	82.3	100.0	  	100.0	90.4	100.0	95.0	  	11.0	8.0	1.7	11.0	5.0	  	  	  	80.0	45.0	110.0	7.0	0.0	0.3	  	  	  	  	  	  	4	0	0	  	19.3	1.5	  	0.7	0.7	150.0	33.9	125.3	99.6	306.0	0.0	0.0	0.1	0.7	2.6						1
Valle 			312	5.8	  	8.4	13.0	9.1	8.3	-0.9	1.1	0.1	1.0	  	77.5	0.0	77.5	0.0	0.0	  	  	69.9	100.0	  	100.0	5.1	100.0	95.0	  	7.2	7.9	1.4	24.0	10.6	  	  	  	92.0	3.0	17.0	22.0	  	0.1	  	  	  	  	  	  	4	0.22	1.05	  	15.1	1.1	  	0.9	15.3	80.8	73.6	-8.1	8.8	689.2	0.0	0.0	0.2	0.9	3.6						1
Valle- pulver 			314	95	  	9.2	13.4	9.5	8.1	-0.3	1.3	0.2	1.2	  	76.1	0.0	74.0	0.0	0.0	  	  	70.6	100.0	  	100.0	19.1	99.2	95.0	  	7.2	7.9	1.4	24.0	10.6	  	  	  	92.0	3.0	17.0	22.0	  	0.1	  	  	  	  	  	  	4	0.22	1.05	  	15.1	1.1	  	0.9	0.9	84.5	72.6	-2.4	10.4	660.8	0.0	0.0	0.2	0.9	3.6						1
Valle- permeat 			315	7	  	8.5	5.9	2.5	9.1	-9.3	0.2	-0.8	0.2	  	85.4	0.0	84.4	0.0	0.0	  	  	42.2	100.0	  	100.0	  	99.8	95.0	  	4.6	7.4	1.4	13.0	8.3	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	4	0.22	1.05	  	14.4	1.1	  	0.9	13.5	23.5	85.6	-88.1	1.7	797.8	0.0	0.0	0.2	1.0	3.8						1
Skummet-mælk 			317	8.8	  	8.4	40.0	34.2	5.6	30.6	1.0	0.0	0.9	  	50.6	0.0	50.6	0.0	0.0	  	  	85.5	100.0	  	100.0	  	100.0	95.0	  	13.9	10.5	1.2	16.0	6.7	  	  	  	23.0	4.0	48.0	5.0	0.0	0.1	  	  	  	  	  	  	4	0.22	1.05	  	17.0	1.3	  	0.8	8.6	260.0	42.7	232.3	6.8	384.6	0.0	0.0	0.2	0.8	3.0						1
Blodmel 			324	92	  	5.5	94.0	84.4	63.2	13.9	0.5	-0.5	0.4	  	0.0	0.0	0.0	0.0	1.2	  	  	89.8	15.0	94.0	92.9	  	0.0	90.0	  	0.4	2.3	0.0	8.0	9.0	  	  	  	2500.0	1.0	14.0	6.7	  	0.8	  	  	  	  	  	  	4	0.22	1.05	  	20.5	1.7	  	0.6	0.7	509.6	381.7	83.9	2.4	0.0	0.0	6.9	0.1	0.6	2.4						1
Fiskemel, standard 			908	94	  	14.3	74.4	66.2	27.2	37.2	11.3	9.8	9.0	140.0	-3.6	0.0	0.0	0.0	0.0	0.0	  	89.0	50.0	93.0	86.0	87.2	0.0	88.8	  	23.0	19.4	2.1	12.0	11.4	17.8	0.9	244.9	200.0	9.0	102.0	4.0	  	2.0	  	  	  	  	6	  	4	0.22	1.05	  	19.4	1.6	  	0.6	0.7	426.9	175.4	239.8	58.3	0.0	0.0	0.3	0.1	0.7	2.6	1.39	645	48.92	18.29	27.43	1
Fiskemel, tungtopl. 			909	91.8	  	12.8	74.3	66.1	42.4	22.2	12.9	11.4	10.3	140.0	-10.0	0.0	0.0	0.0	0.7	0.0	  	89.0	30.0	97.0	95.7	88.2	0.0	89.7	  	23.0	19.4	2.0	12.0	11.4	17.8	0.9	244.9	200.0	9.0	102.0	4.0	  	2.0	  	  	  	  	6	  	4	0.22	1.05	  	20.0	1.6	  	0.6	0.7	410.0	263.0	137.5	64.0	0.0	0.0	4.6	0.1	0.7	2.5						1
Fiske- ensilage 			911	23.7	  	15.6	68.8	61.0	5.2	60.0	4.7	3.5	3.7	  	11.0	0.0	0.0	0.0	10.7	  	  	88.6	90.0	97.0	70.0	74.5	97.4	89.0	  	13.9	18.1	1.7	  	28.7	  	  	  	  	5.1	97.0	  	  	3.1	  	  	  	  	  	  	0	0.22	1.05	  	17.8	1.4	  	0.7	3.0	438.0	37.5	431.1	26.7	0.0	0.0	76.6	0.2	0.8	0.0						1
Mættet fedt 	FAT	FAT	345	99	  	0.0	0.0	-3.0	0.3	0.0	100.0	95.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	  	  	0.0	0.0	0.0	0.0	95.0	0.0	95.0	  	0.0	0.0	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	40	  	4	0.22	1.05	  	32.2	2.8	  	0.4	0.4	-10.7	1.1	0.0	355.1	0.0	0.0	0.0	0.1	0.4	1.4	3.37	645	0	0	0	1
Vegetabilsk fedt 			347	99	  	0.0	0.0	-3.0	0.3	0.0	100.0	95.0	85.0	80.0	0.0	0.0	0.0	0.0	0.0	  	  	0.0	0.0	0.0	0.0	95.0	0.0	95.0	  	0.0	0.0	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	40	  	4	0.22	1.05	  	32.2	2.8	  	0.4	0.4	-10.7	1.1	0.0	301.9	0.0	0.0	0.0	0.1	0.4	1.4						1
Forsæbet fedt 			348	99	  	15.0	0.0	-3.0	0.3	0.0	85.0	80.6	72.3	  	0.0	0.0	0.0	0.0	0.0	  	  	0.0	0.0	0.0	0.0	94.8	0.0	94.8	  	84.0	0.0	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	40	  	4	0.22	1.05	  	27.3	2.3	  	0.4	0.4	-12.9	1.4	0.0	310.1	0.0	0.0	0.0	0.1	0.5	1.7						1
Foderroer, 16,5% ts 			388	16.5	  	8.0	7.4	3.9	9.0	-8.1	0.4	-0.6	0.3	  	84.2	5.4	68.0	0.0	11.5	12.2	  	52.5	82.0	93.0	61.1	  	94.5	90.0	  	1.8	1.7	1.4	21.0	2.0	2.1	0.7	521.1	230.0	30.0	72.0	4.0	0.2	0.0	  	0	  	  	5	  	15.714	0.25	1.05	  	14.0	1.0	  	1.0	6.1	39.0	90.3	-81.8	2.8	683.9	0.0	115.7	0.3	1.1	15.8						1
Foderroer, 18% ts 			351	18	  	8.0	7.4	3.9	9.0	-8.1	0.4	-0.6	0.3	  	84.2	5.4	68.0	0.0	11.5	12.2	  	52.5	82.0	93.0	61.1	  	94.5	90.0	  	1.8	1.7	1.4	21.0	2.0	2.1	0.7	521.1	230.0	30.0	72.0	4.0	0.2	0.0	  	0	  	  	5	  	18	0.25	1.05	  	14.0	1.0	  	1.0	5.6	39.0	90.3	-81.8	2.8	683.9	0.0	115.7	0.3	1.1	18.1						1
Foderroer, 20% ts 			386	20	  	8.0	7.4	3.9	9.0	-8.1	0.4	-0.6	0.3	  	84.2	5.4	68.0	0.0	11.5	12.2	  	52.5	82.0	93.0	61.1	  	94.5	90.0	  	1.8	1.7	1.4	21.0	2.0	2.1	0.7	521.1	230.0	30.0	72.0	4.0	0.2	0.0	  	0	  	  	5	  	15.714	0.25	1.05	  	14.0	1.0	  	1.0	5.0	39.0	90.3	-81.8	2.8	683.9	0.0	115.7	0.3	1.1	15.8						1
Sukker-roer 			361	22	  	8.0	5.9	2.5	9.0	-9.6	0.3	-0.7	0.2	  	85.8	5.2	69.4	0.0	11.6	12.5	  	42.2	82.0	93.0	61.1	  	94.4	90.0	  	1.8	1.7	1.4	21.0	2.0	2.1	0.7	521.1	280.0	30.0	72.0	4.0	  	0.0	  	  	  	  	  	  	18	0.25	1.05	  	13.9	1.0	  	1.0	4.6	25.3	91.8	-97.9	2.2	706.1	0.0	117.9	0.3	1.1	18.3						1
Kålroer 			371	12	  	8.0	10.1	6.4	8.8	-5.4	0.0	-1.0	0.0	  	81.9	10.1	40.0	0.0	36.5	  	  	63.3	82.0	93.0	61.1	  	93.4	89.0	  	4.2	2.8	1.0	18.0	1.1	  	  	  	120.0	18.0	19.0	8.0	0.1	  	  	  	  	  	  	  	18	0.25	1.05	  	14.1	1.0	  	1.0	8.4	64.3	89.0	-54.1	0.0	402.5	0.0	367.1	0.3	1.1	18.1						1
Turnips 			381	9	  	9.0	11.2	7.4	8.7	-4.1	0.0	-1.0	0.0	  	79.8	12.4	40.0	0.0	34.6	  	  	66.2	82.0	93.0	61.1	  	93.5	89.0	  	4.5	3.6	  	  	1.0	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	18	0.25	1.05	  	14.1	1.0	  	1.0	11.4	75.9	89.2	-42.3	0.0	409.2	0.0	353.7	0.3	1.1	18.4						1
Rod + top 			387	16.8	  	11.7	11.9	8.1	8.8	-3.5	0.8	-0.2	0.2	  	75.6	7.5	42.0	0.0	27.0	  	  	67.8	74.0	93.0	73.1	  	91.3	87.0	  	6.5	1.6	2.5	22.5	4.0	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	23	0.32	1.05	  	13.5	0.9	  	1.1	6.3	85.9	93.7	-37.4	2.1	447.3	0.0	287.4	0.3	1.1	24.5						2
Roetop, frisk,    20% aske 			353	12	  	19.1	16.4	12.3	7.4	3.1	4.6	3.4	1.7	150.0	59.9	12.0	12.0	0.0	38.7	28.0	  	74.7	74.0	93.0	73.1	74.3	84.6	82.0	  	13.0	2.7	4.1	30.0	9.7	16.0	2.0	613.3	  	90.0	45.0	13.0	0.2	0.0	  	  	  	  	  	  	28	0.38	1.085248	  	12.9	0.9	  	1.2	9.6	141.6	85.6	35.7	19.7	138.7	0.0	446.9	0.4	1.3	32.4						2
Roetop, ensilage, 20% aske 			356	16	  	20.0	18.0	13.7	7.0	5.2	4.6	3.4	1.7	150.0	57.4	15.0	0.0	0.0	45.2	36.0	  	76.3	74.0	93.0	73.1	74.3	78.8	78.0	  	13.0	2.7	4.1	30.0	9.7	16.0	2.0	613.3	  	90.0	45.0	13.0	0.2	0.0	  	  	  	  	  	  	49	0.38	1.104747	  	12.3	0.8	  	1.3	7.8	172.3	88.1	65.7	21.3	0.0	0.0	567.2	0.5	1.4	61.4						2
Kålroetop 			373	13	  	18.1	19.0	14.7	7.0	6.3	4.3	3.1	1.2	  	58.6	12.9	10.0	0.0	33.6	  	  	77.2	74.0	93.0	73.1	72.7	74.4	75.0	  	19.3	3.9	1.3	26.0	1.6	  	  	  	200.0	90.0	35.0	11.0	0.2	0.1	  	  	  	  	  	  	18	0.38	1.107293	  	12.2	0.8	  	1.3	9.7	185.7	88.4	79.4	15.2	126.6	0.0	425.7	0.5	1.4	22.8						2
Top + roepiller, ensilage 			365	25.5	  	18.0	15.0	11.0	8.6	-0.1	1.6	0.5	0.7	  	65.4	11.5	1.5	0.0	54.6	  	  	73.0	66.0	93.0	79.4	33.5	85.8	82.4	  	10.0	2.1	3.1	15.0	4.0	  	  	  	  	60.0	30.0	10.0	  	0.1	  	  	  	  	  	  	25.875	0.3	1.094502	  	12.5	0.8	  	1.2	4.7	131.7	103.4	-1.4	8.7	18.0	0.0	656.7	0.4	1.3	31.1						2
Top + halm, ensilage 			366	20	  	13.0	13.0	9.1	6.6	1.2	2.5	1.4	1.0	  	71.5	27.0	1.5	0.0	47.2	50.0	  	69.9	76.0	93.0	70.8	56.0	68.1	68.0	  	9.0	1.9	2.7	24.0	7.0	  	  	  	  	90.0	45.0	10.0	0.2	0.1	  	  	  	  	  	  	60	0.53	1.170331	  	11.1	0.6	  	1.6	7.9	143.1	104.0	18.7	15.7	23.6	0.0	742.6	0.8	1.8	94.5						2
Top + halm + roepiller, ensilage 			367	23	  	13.0	15.0	11.0	8.1	0.8	2.5	1.4	1.0	  	69.5	23.0	1.5	0.0	50.5	  	  	73.0	67.0	93.0	78.8	56.0	74.9	74.0	  	9.0	1.5	2.8	19.0	6.0	  	  	  	  	75.0	35.0	10.0	  	0.1	  	  	  	  	  	  	65	0.48	1.120836	  	12.1	0.8	  	1.3	5.8	145.8	107.3	10.1	13.3	20.0	0.0	672.7	0.6	1.5	86.5						2
Helsæd + top, ensilage 			368	28	  	9.0	12.0	8.2	7.0	-0.4	2.5	1.4	1.0	  	76.5	21.0	1.5	22.0	33.4	  	  	68.0	81.0	93.0	63.2	56.0	74.3	73.0	  	6.5	2.8	2.0	22.0	4.0	  	  	  	  	35.0	30.0	5.0	0.1	0.1	  	  	  	  	  	  	50.4	0.44	1.11266	  	12.3	0.8	  	1.3	4.6	105.4	90.2	-5.6	12.9	19.4	284.2	431.1	0.6	1.4	65.1						2
Roer +     top + roepiller, ensilage 			385	24	  	12.0	12.0	8.2	8.0	-2.1	1.5	0.4	0.8	  	74.5	16.0	3.0	0.0	57.0	  	  	68.0	72.0	93.0	75.0	29.3	80.6	78.0	  	4.0	1.6	1.9	17.0	3.0	  	  	  	  	45.0	45.0	13.0	  	0.1	  	  	  	  	  	  	48	0.35	1.099865	  	12.5	0.8	  	1.2	5.1	100.3	98.6	-25.6	9.8	36.9	0.0	701.4	0.4	1.4	59.0						2
Roer + halm, ensilage 	BEET_SILAGE	BEET	390	26	  	8.0	7.5	4.0	6.9	-4.6	0.7	-0.3	0.3	  	83.8	20.0	4.0	0.0	55.8	  	  	53.0	81.0	93.0	63.2	  	71.4	69.0	  	2.6	1.3	1.1	18.0	2.4	  	  	  	330.0	50.0	35.0	5.0	0.2	0.0	  	  	  	  	  	  	60	0.49	1.154257	  	11.2	0.7	  	1.5	5.7	59.4	103.7	-68.8	4.5	59.7	0.0	833.9	0.7	1.7	89.6						2
Gule-rødder 			391	10	  	8.3	10.5	6.8	8.9	-5.1	0.0	-1.0	0.0	  	81.2	11.3	60.0	0.0	15.8	  	  	64.4	80.0	93.0	65.0	  	93.4	89.0	  	4.4	3.0	1.9	28.0	2.8	  	  	  	60.0	23.0	33.0	6.0	0.2	0.0	  	270	670	  	60	  	18	0.25	1.05	  	14.0	1.0	  	1.0	10.3	69.6	92.0	-52.9	0.0	617.0	0.0	163.0	0.3	1.1	18.5						2
Kartofler 			395	24	  	5.1	9.2	5.6	8.8	-6.1	0.0	-1.0	0.0	  	85.7	2.4	0.0	74.0	1.2	  	  	60.4	80.0	93.0	65.0	  	87.7	84.0	  	0.5	2.1	0.9	20.0	0.2	  	  	  	323.0	9.0	86.0	6.0	  	0.0	  	  	  	  	  	  	18	0.25	1.05	  	14.0	1.0	  	1.0	4.1	55.1	86.9	-60.1	0.0	0.0	734.1	11.5	0.2	1.0	17.9						2
Lucerne,     beg. blomst 			401	21	  	12.1	24.0	19.3	7.1	10.8	4.0	2.8	2.0	  	59.9	17.0	12.0	0.0	29.1	  	  	80.5	78.0	93.0	68.2	71.0	68.7	72.0	  	13.0	2.8	2.0	28.0	1.2	8.0	3.4	330.4	190.0	30.0	30.0	7.0	0.2	0.0	  	80	200	  	200	  	51	0.402302	0.911265	  	12.8	0.8	  	1.2	5.7	231.5	84.6	129.3	24.0	143.8	0.0	349.0	0.5	1.1	61.1						2
Lucerne,      i blomst 			402	21	  	9.8	19.0	14.7	6.3	7.4	3.8	2.6	1.9	  	67.4	26.1	10.0	0.0	28.6	  	  	77.2	78.0	93.0	68.2	69.7	57.3	62.0	  	15.0	2.8	2.1	28.0	1.2	8.0	3.4	330.4	190.0	30.0	30.0	7.0	0.2	0.0	  	80	200	  	200	  	78	0.472947	0.97255	  	11.1	0.6	  	1.6	7.4	228.5	97.9	114.9	29.6	155.8	0.0	445.6	0.7	1.5	121.5						2
Lucerne,      e. blomst 			403	20	  	9.9	15.4	11.3	5.6	5.2	2.9	1.8	1.5	  	71.8	30.9	8.0	0.0	27.5	  	  	73.5	78.0	93.0	68.2	61.5	49.5	54.0	  	17.0	2.8	2.2	26.0	1.0	8.0	3.4	270.6	190.0	30.0	30.0	7.0	0.2	0.0	  	80	200	  	200	  	93	0.538354	1.05687	  	9.5	0.5	  	2.2	10.8	244.2	120.4	111.2	31.3	172.6	0.0	594.2	1.2	2.3	200.6						2
Kløver-græs,        6-8 cm, 20% kløver 			421	18	  	9.4	23.0	18.4	8.8	6.6	4.3	3.1	2.6	210.0	63.3	19.5	12.0	1.0	37.1	38.0	  	80.0	70.6	91.1	69.9	72.7	79.1	79.0	  	6.5	4.0	1.8	29.0	1.5	8.0	2.1	450.3	230.0	70.0	60.0	7.0	0.5	0.1	  	100	250	  	150	  	58.5	0.408558	1.023689	  	14.2	1.0	  	1.0	5.8	190.3	91.3	68.1	26.7	124.2	10.4	383.5	0.4	1.1	60.6						2
Kløver-græs,     12-15 cm, 20% kløver 			422	18	  	9.4	22.0	17.5	8.8	5.7	4.1	2.9	2.5	210.0	64.5	20.5	13.0	1.0	37.2	38.0	  	79.4	70.6	91.1	69.9	71.6	79.3	79.0	  	6.5	4.0	1.8	29.0	1.5	8.0	2.1	450.3	230.0	70.0	60.0	7.0	0.5	0.1	  	100	250	  	150	  	61.5	0.414076	1.025701	  	14.1	1.0	  	1.0	5.8	183.2	92.5	59.3	25.8	136.4	10.5	390.1	0.4	1.1	64.5						2
Kløver-græs,     20-25 cm, 20% kløver 	FEEDGRASSCLOVER	GRASSCLOVER	423	18	  	9.4	20.0	15.6	8.7	3.9	3.9	2.7	2.3	210.0	66.7	22.0	13.0	1.0	37.4	42.0	  	78.0	69.1	90.5	69.2	70.4	77.1	77.0	  	6.5	4.0	1.8	29.0	1.5	8.0	2.1	450.3	230.0	70.0	60.0	7.0	0.5	0.1	  	100	250	  	150	  	66	0.436145	1.03538	  	13.6	0.9	  	1.1	6.2	173.2	96.3	43.3	26.0	144.3	11.1	415.3	0.5	1.1	73.3						2
Kløver-græs,        6-8 cm, 40% kløver 			424	17.5	  	9.6	24.0	19.3	8.8	7.5	4.3	3.1	2.6	210.0	62.1	18.5	11.0	1.5	36.5	36.0	  	80.5	70.6	91.1	69.9	72.7	78.9	79.0	  	8.5	4.0	2.0	29.0	1.5	8.0	2.1	450.3	230.0	70.0	60.0	7.0	0.5	0.1	  	100	250	  	150	  	55.5	0.390514	0.98478	  	14.2	1.0	  	1.0	5.9	198.5	90.7	77.0	26.5	113.0	15.4	374.7	0.4	1.0	57.0						2
Kløver-græs,     12-15 cm, 40% kløver 			425	17.5	  	9.6	23.0	18.4	8.8	6.6	4.1	2.9	2.5	210.0	63.3	19.5	12.0	1.5	36.6	36.0	  	80.0	70.6	91.1	69.9	71.6	79.1	79.0	  	8.5	4.0	2.0	29.0	1.5	8.0	2.1	450.3	230.0	70.0	60.0	7.0	0.5	0.1	  	100	250	  	150	  	58.5	0.395828	0.986631	  	14.1	1.0	  	1.0	6.0	191.5	91.9	68.4	25.6	125.0	15.6	381.1	0.4	1.0	60.9						2
Kløver-græs,     20-25 cm, 40% kløver 			426	17.5	  	9.6	21.0	16.5	8.7	4.8	3.9	2.7	2.3	210.0	65.5	21.0	12.0	1.5	36.8	40.0	  	78.7	69.1	90.5	69.2	70.4	76.8	77.0	  	8.5	4.0	2.0	29.0	1.5	8.0	2.1	450.3	230.0	70.0	60.0	7.0	0.5	0.1	  	100	250	  	150	  	63	0.417052	0.995593	  	13.7	0.9	  	1.1	6.3	182.0	95.7	52.8	25.8	132.1	16.5	405.6	0.5	1.1	69.4						2
Kløver-græs,        6-8 cm, 60% kløver 			427	17	  	9.8	25.0	20.3	8.8	8.4	4.3	3.1	2.6	210.0	60.9	17.5	10.0	2.0	35.9	34.0	  	81.0	70.6	91.1	69.9	72.7	78.6	79.0	  	10.5	4.0	2.2	29.0	1.5	8.0	2.1	450.3	230.0	70.0	60.0	7.0	0.5	0.1	  	100	250	  	150	  	52.5	0.37376	0.948696	  	14.3	1.0	  	1.0	6.0	206.5	90.1	85.7	26.3	102.0	20.4	366.0	0.4	1.0	53.5						2
