			0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71
Fodermiddel	Productname	Plantname	Foderkode	Tørstof, procent	Procent af tørstof	Råaske	Råprotein	Fordøjeligt råprotein	AAT	PBV	Råfedt	Fordøjeligt råfedt	Fedtsyrer	Jodtal	Kulhydrat	Træstof	Sukker	Stivelse	Fordøjelige cellevægge	NDF	Fordøjelighedskoefficient	Råprotein	Protein nedbrg. (% af N)	Oprindeligt protein i tarm	Unedbrudt protein i tarm	Råfedt	Kulhydrat	Organisk stof	Mineraler, pr. kg tørstof	Calcium, g	Fosfor, g	Magnesium, g	Kalium, g	Natrium, g	Klor, g	Svovl, g	CAB, meq	Jern, mg	Mangan, mg	Zink, mg	Kobber, mg	Cobolt, mg	Selen, mg	Vitaminer, pr. kg tørstof	A-vitamin, 1000 i.e.	Beta-cartoen, mg	D-vitamin, 1000 i.e.	E-vitamin, mg	Struktur/fylde, pr. kg tørstof	Tyggetid, minutter	FFk, fylde køer	FFu, fylde ungdyr	Energi	Ford. energi, MJ pr. kg tørstof	FE pr. kg tørstof	Indhold pr. FE	Kg tørstof	Kg foder	Ford. råprotein, g	AAT, g	PBV, g	Fedtsyrer, g	Sukker, g	Stivelse, g	Ford. cellevægge, g	FFk, fylde køer	FFu, fylde ungdyr	Tyggetid, minutter	PigFE	Pig Ford råprotein	Lysin	Methionin	Treonin	FeedCat
Cellulose- pulp 			292	27	  	19.4	1.9	-1.233	8.016606	-11.6658	0.4	-0.616	0.2	0.2	78.3	53.5	0	0	72.777	  	  	  	70	93	76.66666	  	92.94636	88	  	5	1	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	15	0.42	1.05	  	12.08142	0.640208145	  	1.561992	5.785158	-19.2593	125.2187	-182.218	3.123984	0	0	1136.77	0.656036	1.640091	23.42988						1
Pektin- affald 			294	11.6	  	1.9	7.6	4.068	7.188603	-5.87523	3	1.88	1.95	  	87.5	45	0	0	59.2885	  	  	53.52631	62	80	47.36842	62.667	67.75828	66.5	  	2.8	0.7	0.1	0.5	1.2	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	13	0.5	1.05	  	11.88425	0.650202668	  	1.537982	13.25846	62.5651	110.5594	-90.3599	29.99064	0	0	911.8464	0.768991	1.614881	19.99376						1
Gærfløde 			297	10	  	6.7	50.8	44.244	13.58374	29.4216	3.7	2.552	3.108	  	38.8	0.4	0	0	34.375	  	  	87.09448	70	93	76.66666	68.973	88.59536	87	  	2.5	12	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	4	0.22	1.05	  	17.54093	1.364410977	  	0.732917	7.329173	324.2717	99.55753	215.6359	22.77906	0	0	251.9402	0.161241	0.769562	2.931668						1
Bøge-granulat 			298	38	  	4	1.2	-1.884	7.075025	-10.7492	0.4	-0.616	0.2	  	94.4	67.5	0	0	64.9	  	  	  	70	93	76.66666	  	68.75	65	  	0.3	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	20	0.58	1.05	  	10.56092	0.441250185	  	2.266288	5.963917	-42.6968	160.3404	-243.607	4.532576	0	0	1470.82	1.314447	2.379602	45.32576						1
Skummet- mælks- pulver 	FEEDMILK	MILK	307	96	  	8.4	36.9	31.317	5.973693	26.86017	0.5	-0.52	0.4	  	54.2	0.2	54	0	0	  	  	84.86991	100	  	100	  	100	95	  	13.9	10.5	1.2	16	6.7	  	  	  	23	4	48	5	0.01	0.13	  	  	  	  	  	  	4	0.22	1.05	  	16.72583	1.284491817	  	0.778518	0.810956	243.8084	46.50627	209.1112	3.114072	420.3997	0	0	0.171273	0.817443	3.114072						1
Sødmælk, stor race 			308	13.5	  	6	26.5	21.645	4.132593	19.55446	31	28.76	26.35	  	36.5	0	36.5	0	0	  	  	81.67924	100	  	100	92.77419	100	95	  	8.6	7.2	0.9	11	3	  	  	  	10	1	25	1	0.01	0.3	  	  	  	  	  	  	4	0.22	1.05	  	21.5071	1.758053202	  	0.568811	4.213415	123.1191	23.50664	111.2279	149.8816	207.616	0	0	0.125138	0.597251	2.275244						1
Sødmælk, jersey 			309	15.5	  	6	25.8	20.994	3.181762	20.4525	41	38.36	34.85	  	27.2	0	27.2	0	0	  	  	81.37209	100	  	100	93.56097	100	95	  	8.6	7.2	0.9	11	3	  	  	  	10	1	25	1	0.01	0.3	  	  	  	  	  	  	4	0.22	1.05	  	23.14751	1.920292499	  	0.520754	3.359708	109.327	16.56915	106.5072	181.4827	141.645	0	0	0.114565	0.546791	2.083016						1
Syrnet råmælk 			310	15	  	8	39	33.27	2.593562	34.64107	32	29.72	27.2	  	21	0	21	0	0	  	  	85.30769	100	  	100	92.875	100	95	  	17	16	3	11	3	  	  	  	15	1	25	4	0.03	  	  	  	  	  	  	  	4	0.22	1.05	  	22.26499	1.833009196	  	0.545551	3.637009	181.5048	14.1492	188.9847	148.3898	114.5657	0	0	0.120021	0.572828	2.182204						1
Komælks- erstatning 			311	95	  	7	28	23.04	5.209437	19.24464	18	16.28	15.3	  	47	0	47	0	0	  	  	82.28571	100	  	100	90.44444	100	95	  	11	8	1.7	11	5	  	  	  	80	45	110	7	0.01	0.3	  	  	  	  	  	  	4	0.22	1.05	  	19.26045	1.535860028	  	0.651101	0.685369	150.0136	33.91869	125.302	99.61845	306.0174	0	0	0.143242	0.683656	2.604404						1
Valle 			312	5.8	  	8.4	13	9.09	8.274112	-0.90607	1.1	0.056	0.99	  	77.5	0	77.5	0	0	  	  	69.92307	100	  	100	5.090909	100	95	  	7.2	7.9	1.4	24	10.6	  	  	  	92	3	17	22	  	0.05	  	  	  	  	  	  	4	0.22	1.05	  	15.1008	1.124469813	  	0.889308	15.3329	80.83809	73.58233	-8.05775	8.804149	689.2137	0	0	0.195647	0.933773	3.557232						1
Valle- pulver 			314	95	  	9.2	13.4	9.462	8.133437	-0.26964	1.3	0.248	1.17	  	76.1	0	74	0	0	  	  	70.61194	100	  	100	19.07692	99.20893	95	  	7.2	7.9	1.4	24	10.6	  	  	  	92	3	17	22	  	0.05	  	  	  	  	  	  	4	0.22	1.05	  	15.05422	1.119863466	  	0.892966	0.939964	84.49244	72.62882	-2.40779	10.4477	660.7948	0	0	0.196452	0.937614	3.571864						1
Valle- permeat 			315	7	  	8.5	5.9	2.487	9.057387	-9.3225	0.2	-0.808	0.18	  	85.4	0	84.4	0	0	  	  	42.15254	100	  	100	  	99.81967	95	  	4.6	7.4	1.4	13	8.3	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	4	0.22	1.05	  	14.42817	1.057946927	  	0.945227	13.50325	23.50779	85.61286	-88.1187	1.701408	797.7715	0	0	0.207949	0.992488	3.780908						1
Skummet-mælk 			317	8.8	  	8.4	40	34.2	5.616375	30.56071	1	-0.04	0.9	  	50.6	0	50.6	0	0	  	  	85.5	100	  	100	  	100	95	  	13.9	10.5	1.2	16	6.7	  	  	  	23	4	48	5	0.01	0.13	  	  	  	  	  	  	4	0.22	1.05	  	17.03259	1.315524638	  	0.760153	8.63811	259.9723	42.69304	232.3081	6.841377	384.6374	0	0	0.167233	0.79816	3.040612						1
Blodmel 			324	92	  	5.5	94	84.42	63.24318	13.89464	0.5	-0.52	0.4	  	0	0	0	0	1.15	  	  	89.80851	15	94	92.94117	  	0	90	  	0.4	2.3	0.03	8	9	  	  	  	2500	1	14	6.7	  	0.8	  	  	  	  	  	  	4	0.22	1.05	  	20.48242	1.656712585	  	0.603605	0.656092	509.5633	381.7389	83.86874	2.41442	0	0	6.941457	0.132793	0.633785	2.41442						1
Fiskemel, standard 			908	94	  	14.3	74.4	66.192	27.19792	37.19206	11.3	9.848	9.04	140	-3.55271	0	0	0	0.044459	0	  	88.96774	50	93	86	87.15044	0	88.78	  	23	19.4	2.1	12	11.4	17.8	0.9	244.899	200	9	102	4	  	2	  	  	  	  	6	  	4	0.22	1.05	  	19.41039	1.550688118	  	0.644875	0.686037	426.8556	175.3925	239.8422	58.2967	0	0	0.286704	0.141872	0.677118	2.5795	1.39	645	48.92	18.29	27.43	1
Fiskemel, tungtopl. 			909	91.8	  	12.8001	74.3	66.099	42.39197	22.15869	12.9	11.384	10.32004	140	-9.99999	0	0	0	0.73531	0	  	88.96231	30	97	95.71428	88.24806	0	89.7	  	23	19.4	2	12	11.4	17.8	0.9	244.899	200	9	102	4	  	2	  	  	  	  	6	  	4	0.22	1.05	  	20.03138	1.612104974	  	0.620307	0.675715	410.0167	262.9603	137.4519	64.01593	0	0	4.561179	0.136467	0.651322	2.481228						1
Fiske- ensilage 			911	23.7	  	15.6	68.8	60.984	5.227075	60.015	4.65	3.464	3.72	  	10.95	0	0	0	10.668	  	  	88.63953	90	97	70	74.495	97.42465	89	  	13.9	18.1	1.68	  	28.7	  	  	  	  	5.06	97	  	  	3.12	  	  	  	  	  	  	0	0.22	1.05	  	17.80803	1.392214735	  	0.71828	3.030717	438.0358	37.54503	431.0757	26.72001	0	0	76.62611	0.158021	0.754194	0						1
Mættet fedt 			345	99	  	0	0	-3	0.31875	0	100	95	100	0	0	0	0	0	0	  	  	0	0	0	0	95	0	95	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	40	  	4	0.22	1.05	  	32.20209	2.815790956	  	0.35514	0.358727	-10.6542	1.132008	0	355.14	0	0	0	0.07813	0.372897	1.42056	3.37	0	0	0	0	1
Vegetabilsk fedt 			347	99	  	0	0	-3	0.31875	0	100	95	85	80	0	0	0	0	0	  	  	0	0	0	0	95	0	95	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	40	  	4	0.22	1.05	  	32.20209	2.815790956	  	0.35514	0.358727	-10.6542	1.132008	0	301.869	0	0	0	0.07813	0.372897	1.42056						1
Forsæbet fedt 			348	99	  	15	0	-3	0.318792	0	85	80.6	72.25	  	0	0	0	0	0	  	  	0	0	0	0	94.82352	0	94.824	  	84	0	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	40	  	4	0.22	1.05	  	27.28945	2.329932409	  	0.429197	0.433533	-12.8759	1.368245	0	310.0948	0	0	0	0.094423	0.450656	1.716788						1
Foderroer, 16,5% ts 			388	16.5	  	8	7.4	3.882	8.976527	-8.12935	0.43	-0.5872	0.2795	  	84.17	5.4	68	0	11.5052	12.2	  	52.45945	82	93	61.11111	  	94.45788	90	  	1.8	1.7	1.4	21	2	2.1	0.7	521.1359	230	30	72	4	0.2	0.023	  	0	  	  	5	  	15.714	0.25	1.05	  	13.97407	0.994297703	  	1.005735	6.095364	39.04263	90.28007	-81.7597	2.811029	683.8998	0	115.7118	0.251433	1.056021	15.80411						1
Foderroer, 18% ts 			351	18	  	8	7.4	3.882	8.976527	-8.12935	0.43	-0.5872	0.2795	  	84.17	5.4	68	0	11.5052	12.2	  	52.45945	82	93	61.11111	  	94.45788	90	  	1.8	1.7	1.4	21	2	2.1	0.7	521.1359	230	30	72	4	0.2	0.023	  	0	  	  	5	  	18	0.25	1.05	  	13.97407	0.994297703	  	1.005735	5.587417	39.04263	90.28007	-81.7597	2.811029	683.8998	0	115.7118	0.251433	1.056021	18.10323						1
Foderroer, 20% ts 			386	20	  	8	7.4	3.882	8.976527	-8.12935	0.43	-0.5872	0.2795	  	84.17	5.4	68	0	11.5052	12.2	  	52.45945	82	93	61.11111	  	94.45788	90	  	1.8	1.7	1.4	21	2	2.1	0.7	521.1359	230	30	72	4	0.2	0.023	  	0	  	  	5	  	15.714	0.25	1.05	  	13.97407	0.994297703	  	1.005735	5.028675	39.04263	90.28007	-81.7597	2.811029	683.8998	0	115.7118	0.251433	1.056021	15.80411						1
Sukker-roer 			361	22	  	8	5.9	2.487	9.026676	-9.62389	0.34	-0.6736	0.221	  	85.76	5.2	69.4	0	11.5866	12.5	  	42.15254	82	93	61.11111	  	94.434	90	  	1.8	1.7	1.4	21	2	2.1	0.7	521.1359	280	30	72	4	  	0.023	  	  	  	  	  	  	18	0.25	1.05	  	13.85204	0.982923667	  	1.017373	4.624423	25.30206	91.83496	-97.9108	2.248394	706.0568	0	117.8789	0.254343	1.068241	18.31271						1
Kålroer 			371	12	  	8	10.1	6.393	8.848893	-5.37639	0	-1	0	  	81.9	10.1	40	0	36.487	  	  	63.29703	82	93	61.11111	  	93.39072	89	  	4.2	2.8	1	18	1.1	  	  	  	120	18	19	8	0.07	  	  	  	  	  	  	  	18	0.25	1.05	  	14.13416	0.9938224	  	1.006216	8.385139	64.32738	89.03897	-54.098	0	402.4864	0	367.138	0.251554	1.056526	18.11188						1
Turnips 			381	9	  	9	11.2	7.416	8.724287	-4.13278	0	-1	0	  	79.8	12.4	40	0	34.574	  	  	66.21428	82	93	61.11111	  	93.45112	89	  	4.5	3.6	  	  	1	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	18	0.25	1.05	  	14.05115	0.977631785	  	1.02288	11.36533	75.85678	89.23898	-42.2733	0	409.152	0	353.6505	0.25572	1.074024	18.41184						1
Rod + top 			387	16.8	  	11.7	11.9	8.067	8.799412	-3.51292	0.8	-0.232	0.2	  	75.6	7.5	42	0	26.986	  	  	67.78991	74	93	73.07692	  	91.25132	87	  	6.5	1.6	2.5	22.5	4	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	23	0.32	1.05	  	13.4889	0.939027975	  	1.064931	6.338875	85.90798	93.70766	-37.4101	2.129862	447.271	0	287.3822	0.340777	1.118177	24.49341						1
Roetop, frisk,    20% aske 			353	12	  	19.1	16.4	12.252	7.409087	3.087785	4.6	3.416	1.702	150	59.9	12	12	0	38.67	28	  	74.70731	74	93	73.07692	74.26086	84.59098	82	  	13	2.7	4.1	30	9.7	16	2	613.2983	  	90	45	13	0.2	0.045	  	  	  	  	  	  	28	0.38	1.085248	  	12.90082	0.865252498	  	1.155732	9.631104	141.6002	85.62918	35.68651	19.67055	138.6878	0	446.9215	0.439178	1.254255	32.36049						2
Roetop, ensilage, 20% aske 			356	16	  	20	18	13.74	7.030174	5.240714	4.6	3.416	1.702	150	57.4	15	0	0	45.244	36	  	76.33333	74	93	73.07692	74.261	78.82229	78	  	13	2.7	4.1	30	9.7	16	2	613.2983	  	90	45	13	0.2	0.045	  	  	  	  	  	  	49	0.38	1.104747	  	12.32277	0.797673346	  	1.253646	7.835293	172.2509	88.13349	65.7	21.33705	0	0	567.1995	0.476385	1.384961	61.42865						2
Kålroetop 			373	13	  	18.1	19	14.67	6.981868	6.269464	4.3	3.128	1.204	  	58.6	12.9	10	0	33.627	  	  	77.21052	74	93	73.07692	72.744	74.4488	75	  	19.3	3.9	1.3	26	1.6	  	  	  	200	90	35	11	0.15	0.13	  	  	  	  	  	  	18	0.38	1.107293	  	12.17018	0.789868827	  	1.266033	9.738719	185.727	88.39275	79.37348	15.24303	126.6033	0	425.7289	0.481092	1.401869	22.78859						2
Top + roepiller, ensilage 			365	25.5	  	18	15	10.95	8.591212	-0.11464	1.6	0.536	0.72	  	65.4	11.5	1.5	0	54.582	  	  	73	66	93	79.41176	33.5	85.75229	82.4	  	10	2.1	3.1	15	4	  	  	  	  	60	30	10	  	0.09	  	  	  	  	  	  	25.875	0.3	1.094502	  	12.53899	0.831202684	  	1.203076	4.717948	131.7368	103.3588	-1.3792	8.662147	18.04614	0	656.6629	0.360922	1.316769	31.12959						2
Top + halm, ensilage 			366	20	  	13	13	9.09	6.607687	1.188928	2.5	1.4	1	  	71.5	27	1.5	0	47.17	50	  	69.92307	76	93	70.83333	56	68.06993	68	  	9	1.9	2.7	24	7	  	  	  	  	90	45	10	0.2	0.07	  	  	  	  	  	  	60	0.53	1.170331	  	11.10067	0.635167039	  	1.574389	7.871945	143.1119	104.0306	18.71835	15.74389	23.61583	0	742.6392	0.834426	1.842556	94.46334						2
Top + halm + roepiller, ensilage 			367	23	  	13	15	10.95	8.063187	0.758928	2.5	1.4	1	  	69.5	23	1.5	0	50.53	  	  	73	67	93	78.78787	56	74.8633	74	  	9	1.5	2.8	19	6	  	  	  	  	75	35	10	  	0.08	  	  	  	  	  	  	65	0.48	1.120836	  	12.13276	0.751120672	  	1.331344	5.788453	145.7821	107.3487	10.10394	13.31344	19.97016	0	672.7281	0.639045	1.492218	86.53736						2
Helsæd + top, ensilage 			368	28	  	9	12	8.16	6.978437	-0.43535	2.5	1.4	1	  	76.5	21	1.5	22	33.37	  	  	68	81	93	63.15789	56	74.33986	73	  	6.5	2.8	2	22	4	  	  	  	  	35	30	5	0.1	0.05	  	  	  	  	  	  	50.4	0.44	1.11266	  	12.29387	0.773994407	  	1.291999	4.614284	105.4271	90.16133	-5.62471	12.91999	19.37998	284.2397	431.14	0.568479	1.437555	65.11674						2
Roer +     top + roepiller, ensilage 			385	24	  	12	12	8.16	8.01725	-2.08142	1.5	0.44	0.795	  	74.5	16	3	0	57.04	  	  	68	72	93	75	29.333	80.5906	78	  	4	1.6	1.9	17	3	  	  	  	  	45	45	13	  	0.06	  	  	  	  	  	  	48	0.35	1.099865	  	12.51476	0.813191263	  	1.229723	5.123849	100.3453	98.58996	-25.5957	9.776297	36.89169	0	701.4339	0.430403	1.352529	59.0267						2
Roer + halm, ensilage 	BEET_SILAGE	BEET	390	26	  	8	7.5	3.975	6.942256	-4.60946	0.7	-0.328	0.301	  	83.8	20	4	0	55.833	  	  	53	81	93	63.15789	  	71.39976	69	  	2.6	1.3	1.1	18	2.4	  	  	  	330	50	35	5	0.2	0.03	  	  	  	  	  	  	60	0.49	1.154257	  	11.20262	0.669540334	  	1.493562	5.744471	59.36908	103.6868	-68.8451	4.495621	59.74248	0	833.9004	0.731845	1.723954	89.61372						2
Gule-rødder 			391	10	  	8.3	10.5	6.765	8.9461	-5.14428	0	-1	0	  	81.2	11.3	60	0	15.848	  	  	64.42857	80	93	65	  	93.40886	89	  	4.4	3	1.9	28	2.8	  	  	  	60	23	33	6	0.16	0.03	  	270	670	  	60	  	18	0.25	1.05	  	13.96057	0.972490197	  	1.028288	10.28288	69.56368	91.99167	-52.898	0	616.9728	0	162.963	0.257072	1.079702	18.50918						2
Kartofler 			395	24	  	5.1	9.2	5.556	8.76315	-6.06142	0	-1	0	  	85.7	2.4	0	74	1.16	  	  	60.3913	80	93	65	  	87.70128	84	  	0.5	2.1	0.9	20	0.2	  	  	  	323	9	86	6	  	0.03	  	  	  	  	  	  	18	0.25	1.05	  	14.00812	1.008076711	  	0.991988	4.133286	55.11485	86.92939	-60.1285	0	0	734.0711	11.50706	0.247997	1.041587	17.85578						2
Lucerne,     beg. blomst 			401	21	  	12.1	24	19.32	7.059437	10.78817	4	2.84	2	  	59.9	17	12	0	29.128	  	  	80.5	78	93	68.18181	71	68.6611	72	  	13	2.8	2	28	1.2	8	3.4	330.434	190	30	30	7	0.2	0.03	  	80	200	  	200	  	51	0.402302	0.911265	  	12.76662	0.834629792	  	1.198136	5.705412	231.4798	84.58165	129.2569	23.96272	143.7763	0	348.993	0.482012	1.091819	61.10493						2
Lucerne,      i blomst 			402	21	  	9.8	19	14.67	6.282538	7.374557	3.8	2.648	1.9	  	67.4	26.1	10	0	28.606	  	  	77.21052	78	93	68.18181	69.684	57.27893	62	  	15	2.8	2.1	28	1.2	8	3.4	330.434	190	30	30	7	0.2	0.03	  	80	200	  	200	  	78	0.472947	0.97255	  	11.13779	0.641961423	  	1.557726	7.417745	228.5184	97.86472	114.8753	29.59679	155.7726	0	445.603	0.736721	1.514966	121.5026						2
Lucerne,      e. blomst 			403	20	  	9.9	15.4	11.322	5.580632	5.156314	2.9	1.784	1.45	  	71.8	30.9	8	0	27.548	  	  	73.51948	78	93	68.18181	61.517	49.50974	54	  	17	2.8	2.2	26	1	8	3.4	270.588	190	30	30	7	0.2	0.03	  	80	200	  	200	  	93	0.538354	1.05687	  	9.502546	0.463578922	  	2.15713	10.78565	244.2302	120.3814	111.2283	31.27838	172.5704	0	594.2461	1.161299	2.279805	200.613						2
Kløver-græs,        6-8 cm, 20% kløver 			421	18	  	9.4	23	18.39	8.818842	6.575142	4.3	3.128	2.58	210	63.3	19.5	12	1	37.056	38	  	79.95652	70.56	91.128	69.86413	72.744	79.0774	79	  	6.5	4	1.8	29	1.5	8	2.1	450.3032	230	70	60	7	0.5	0.055	  	100	250	  	150	  	58.5	0.408558	1.023689	  	14.18402	0.966135035	  	1.035052	5.750291	190.346	91.2796	68.05613	26.70434	124.2062	10.35052	383.5488	0.422878	1.059571	60.55054						2
Kløver-græs,     12-15 cm, 20% kløver 			422	18	  	9.4	22	17.46	8.813899	5.653157	4.1	2.936	2.46	210	64.5	20.5	13	1	37.178	38	  	79.36363	70.56	91.128	69.86413	71.61	79.34573	79	  	6.5	4	1.8	29	1.5	8	2.1	450.3032	230	70	60	7	0.5	0.055	  	100	250	  	150	  	61.5	0.414076	1.025701	  	14.08721	0.953091687	  	1.049217	5.828987	183.1932	92.47692	59.31388	25.81073	136.3982	10.49217	390.0778	0.434455	1.076182	64.52684						2
Kløver-græs,     20-25 cm, 20% kløver 	FEEDGRASSCLOVER	GRASSCLOVER	423	18	  	9.4	20	15.6	8.680135	3.899671	3.9	2.744	2.34	210	66.7	22	13	1	37.418	42	  	78	69.08	90.464	69.15912	70.359	77.08845	77	  	6.5	4	1.8	29	1.5	8	2.1	450.3032	230	70	60	7	0.5	0.055	  	100	250	  	150	  	66	0.436145	1.03538	  	13.61242	0.900929309	  	1.109965	6.166472	173.1545	96.34646	43.28498	25.97318	144.2954	11.09965	415.3267	0.484105	1.149235	73.25769						2
Kløver-græs,        6-8 cm, 40% kløver 			424	17.5	  	9.6	24	19.32	8.827686	7.490571	4.3	3.128	2.58	210	62.1	18.5	11	1.5	36.468	36	  	80.5	70.56	91.128	69.86413	72.74418	78.85346	79	  	8.5	4	2	29	1.5	8	2.1	450.3032	230	70	60	7	0.5	0.055	  	100	250	  	150	  	55.5	0.390514	0.98478	  	14.2212	0.973282424	  	1.027451	5.871152	198.5035	90.70014	76.96194	26.50823	113.0196	15.41176	374.6908	0.401233	1.011813	57.02353						2
Kløver-græs,     12-15 cm, 40% kløver 			425	17.5	  	9.6	23	18.39	8.822743	6.568585	4.1	2.936	2.46	210	63.3	19.5	12	1.5	36.59	36	  	79.95652	70.56	91.128	69.86413	71.60975	79.13112	79	  	8.5	4	2	29	1.5	8	2.1	450.3032	230	70	60	7	0.5	0.055	  	100	250	  	150	  	58.5	0.395828	0.986631	  	14.1244	0.960238446	  	1.041408	5.950904	191.5149	91.88075	68.40576	25.61863	124.9689	15.62112	381.0511	0.412218	1.027485	60.92236						2
Kløver-græs,     20-25 cm, 40% kløver 			426	17.5	  	9.6	21	16.53	8.694742	4.799528	3.9	2.744	2.34	210	65.5	21	12	1.5	36.834	40	  	78.71428	69.08	90.464	69.15912	70.359	76.8458	77	  	8.5	4	2	29	1.5	8	2.1	450.3032	230	70	60	7	0.5	0.055	  	100	250	  	150	  	63	0.417052	0.995593	  	13.6503	0.908144787	  	1.101146	6.292262	182.0194	95.7418	52.84981	25.76681	132.1375	16.51719	405.5961	0.459235	1.096293	69.37219						2
Kløver-græs,        6-8 cm, 60% kløver 			427	17	  	9.8	25	20.25	8.83653	8.406	4.3	3.128	2.58	210	60.9	17.5	10	2	35.88	34	  	81	70.56	91.128	69.86413	72.74418	78.62068	79	  	10.5	4	2.2	29	1.5	8	2.1	450.3032	230	70	60	7	0.5	0.055	  	100	250	  	150	  	52.5	0.37376	0.948696	  	14.25838	0.980429644	  	1.019961	5.999775	206.5421	90.12915	85.73792	26.31499	101.9961	20.39922	365.962	0.38122	0.967632	53.54795						2
Kløver-græs,     12-15 cm, 60% kløver 			428	17	  	9.8	24	19.32	8.831587	7.484014	4.1	2.936	2.46	210	62.1	18.5	11	2	36.002	34	  	80.5	70.56	91.128	69.86413	71.60975	78.90821	79	  	10.5	4	2.2	29	1.5	8	2.1	450.3032	230	70	60	7	0.5	0.055	  	100	250	  	150	  	55.5	0.378884	0.950397	  	14.16158	0.967385563	  	1.033714	6.080672	199.7135	91.29335	77.3633	25.42936	113.7085	20.67428	372.1577	0.391657	0.982438	57.37112						2
Kløver-græs,     20-25 cm, 60% kløver 			429	17	  	9.8	22	17.46	8.709349	5.699385	3.9	2.744	2.34	210	64.3	20	11	2	36.25	39	  	79.36363	69.08	90.464	69.15912	70.359	76.59409	77	  	10.5	4	2.2	29	1.5	8	2.1	450.3032	230	70	60	7	0.5	0.055	  	100	250	  	150	  	60	0.399322	0.958695	  	13.68817	0.915361133	  	1.092465	6.42627	190.7443	95.14658	62.26378	25.56368	120.1711	21.8493	396.0185	0.436245	1.04734	65.5479						2
Kløver-græs,        6-8 cm, tidlig, vanding 			431	17	  	9.3	23.5	18.855	9.008419	6.9983	4.3	3.128	2.58	210	62.9	16.5	15.5	1	36.798	32	  	80.23404	73.52	92.456	71.51057	72.744	84.73449	83	  	6.5	3.8	1.7	27	1.2	5	1.4	514.3659	230	60	40	5	0.5	0.055	  	100	250	  	150	  	49.5	0.372389	1.005478	  	14.85758	1.043160777	  	0.958625	5.638971	180.7487	86.35695	67.08745	24.73252	148.5868	9.58625	352.7548	0.356981	0.963876	47.45193						2
Kløver-græs,        6-8 cm, midt, vanding 			432	19	  	9.6	24	19.32	8.7876	7.487314	4.3	3.128	2.58	210	62.1	19.5	9.5	1	37.564	38	  	80.5	69.82	90.796	69.50298	72.744	77.39774	78	  	7	4.3	2	30	1.4	7	2.1	499.6998	230	90	60	7	0.5	0.055	  	100	250	  	150	  	58.5	0.405743	1.006151	  	14.0648	0.954345086	  	1.047839	5.514944	202.4424	92.07989	78.45499	27.03424	99.5447	10.47839	393.6102	0.425153	1.054284	61.29858						2
Kløver-græs,        6-8 cm, sen, vanding 			433	18	  	9.9	25.5	20.715	8.73366	8.818907	4.3	3.128	2.58	210	60.3	19.5	7	1	36.633	38	  	81.23529	68.34	90.132	68.83133	72.744	74.01824	76	  	7.5	4.3	2.3	30	1.7	11	2.7	362.5673	230	70	80	9	0.5	0.055	  	100	250	  	150	  	58.5	0.41234	1.000958	  	13.80935	0.929080498	  	1.076333	5.979631	222.9623	94.00326	94.9208	27.76939	75.34331	10.76333	394.293	0.443815	1.077364	62.96548						2
Kløver-græs,        6-8 cm, tidlig,          -vanding 			434	17	  	9.3	23.5	18.855	9.008419	6.9983	4.3	3.128	2.58	210	62.9	17	15.5	1	36.798	33	  	80.23404	73.52	92.456	71.51057	72.744	84.73449	83	  	6.5	3.8	1.7	27	1.2	5	1.4	514.3659	230	60	40	5	0.5	0.055	  	100	250	  	150	  	51	0.373116	1.005606	  	14.85758	1.041425837	  	0.960222	5.648366	181.0498	86.50082	67.19921	24.77372	148.8344	9.60222	353.3424	0.358274	0.965605	48.97132						2
Kløver-græs,        6-8 cm, midt,            -vanding 			435	20	  	9.6	22	17.46	8.682957	5.743742	4.3	3.128	2.58	210	64.1	20.5	9.5	1	38.52	39	  	79.36363	69.08	90.464	69.15912	72.744	76.47425	77	  	7	4.3	2	30	1.4	7	2.1	499.6998	230	90	60	7	0.5	0.055	  	100	250	  	150	  	61.5	0.418901	1.011579	  	13.77938	0.922647112	  	1.083838	5.419193	189.2381	94.10918	62.25285	27.96302	102.9646	10.83838	417.4943	0.45402	1.096387	66.65603						2
